review,aspect,label
"The station wasn't accessible for people with disabilities. There were no ramps or elevators, making it difficult to navigate.",Maintenance,6
"The train was dirty and unkempt. The seats were stained, and the floors were littered with trash.",Cleanliness,2
"The announcements were unclear and difficult to understand, making it hard to know what platform to go to.",Data availability,1
"The station was extremely overcrowded, making it difficult to move around and find my way to my platform.",Satisfactions,8
"The train didn't have air conditioning, and it was very hot inside. It was uncomfortable to travel on.",Maintenance,6
The toilets at the station were dirty and unsanitary. They weren't well-maintained.,Cleanliness,2
"I didn't feel safe at the station. There weren't enough security guards, and there was a lack of security measures.",Safety,10
"The seats on the train were very uncomfortable, and I couldn't relax during the journey.",Satisfactions,8
"There wasn't enough space for luggage on the train. I had to carry my bags with me, which was uncomfortable.",Satisfactions,8
The train was delayed by over an hour with no explanation.  I missed my connecting flight because of it.,Punctuality,3
The seats were hard and uncomfortable. The journey was very long and I was in pain by the time I reached my destination.,Satisfactions,8
There were no announcements or updates about delays or changes to the schedule. I had to ask a staff member for information.,Data availability,1
The station was very dirty. There was trash everywhere and the bathrooms were disgusting.,Cleanliness,2
The ticket prices were very high compared to other train services. I feel it's overpriced.,Price,0
The staff was not very helpful. They didn't know the answers to my questions and seemed uninterested in helping.,Handling complaints,7
There was very little food available at the station. The only options were fast food and snacks.,Satisfactions,8
I felt unsafe at the station. There were groups of people hanging around that made me uncomfortable.,Safety,10
The platforms were extremely crowded and it was difficult to find a place to stand. It felt unsafe and uncomfortable.,Safety,10
There was no Wi-Fi available at the station. It was frustrating as I needed to work during my layover.,Data availability,1
The station was confusing to navigate. I got lost several times trying to find my platform.,User-friendly payment system,9
The signposting at the station was very poor. I had to ask for directions several times.,Data availability,1
The station was very noisy. There was constant announcements and the sound of trains coming and going.,Satisfactions,8
"There were long queues for everything, from ticket purchases to security checks. It took ages to get through.",Satisfactions,8
There were very few seats available at the station. I had to stand for a long time before I could find a place to sit.,Satisfactions,8
The toilets were filthy. There was no toilet paper and the floor was wet and sticky.,Cleanliness,2
The announcements were very unclear and difficult to understand. I missed my train because I didn't hear the announcement properly.,Data availability,1
"The air conditioning was not working properly. The station was hot and stuffy, making it uncomfortable to wait.",Satisfactions,8
The station had a strong unpleasant odor. It was not a pleasant experience to be there.,Cleanliness,2
